driver_index,lap,lap_time,c_flag,time_start,time_end,position_start,position_end
6,28,53.2358999999999,3,1456.6853,1509.9212,2.0,2.0
6,29,53.42100000000005,0,1509.9212,1563.3422,2.0,2.0
6,30,52.9543000000001,0,1563.3422,1616.2965000000002,2.0,2.0
6,31,53.24479999999994,0,1616.2965000000002,1669.5413,2.0,1.0
6,32,53.58459999999991,0,1669.5413,1723.1259,1.0,1.0
6,33,53.52300000000014,0,1723.1259,1776.6489000000001,1.0,1.0
6,34,53.74440000000004,0,1776.6489000000001,1830.3933000000002,1.0,1.0
6,35,58.56449999999995,0,1830.3933000000002,1888.9578000000001,1.0,1.0
6,36,61.33889999999997,2,1888.9578000000001,1950.2967,1.0,2.0
6,37,52.79970000000003,2,1950.2967,2003.0964000000001,2.0,2.0
6,38,53.74789999999962,2,2003.0964000000001,2056.8442999999997,2.0,2.0
6,39,52.71640000000025,1,2056.8442999999997,2109.5607,2.0,2.0
6,40,53.44920000000002,0,2109.5607,2163.0099,2.0,2.0
6,41,52.65899999999965,0,2163.0099,2215.6688999999997,2.0,2.0
6,42,52.67020000000002,0,2215.6688999999997,2268.3390999999997,2.0,2.0
6,43,52.73310000000038,0,2268.3390999999997,2321.0722,2.0,2.0
6,44,52.72460000000001,0,2321.0722,2373.7968,2.0,2.0
6,45,52.93289999999979,0,2373.7968,2426.7297,2.0,2.0
6,46,53.65560000000005,0,2426.7297,2480.3853,2.0,2.0
6,47,53.08089999999993,0,2480.3853,2533.4662,2.0,2.0
6,48,53.01540000000023,2,2533.4662,2586.4816,2.0,2.0
6,49,53.628799999999956,2,2586.4816,2640.1104,2.0,2.0
6,50,53.14729999999963,2,2640.1104,2693.2576999999997,2.0,2.0
6,51,54.0313000000001,0,2693.2576999999997,2747.2889999999998,2.0,2.0
7,1,60.072500000000005,3,0.0,60.072500000000005,10.0,10.0
7,2,53.7034,2,60.072500000000005,113.77590000000001,10.0,10.0
7,3,53.90559999999999,3,113.77590000000001,167.6815,10.0,10.0
7,4,54.35979999999998,3,167.6815,222.04129999999998,10.0,10.0
